Time(s)	C2H6	CH3J	C2H5J	CH4	HJ	C2H4	H2	C3H7J	C2H3J	C2H2	C4H7J	C4H7J	C4H6	
 0.46269E-05     0.86948E-05     0.55224E-08     0.15588E-08     0.84123E-08     0.10966E-08     0.15820E-06     0.15673E-06     0.20517E-12     0.11411E-10     0.12420E-08     0.11992E-13     0.77593E-13     0.94923E-12    
 0.46499E-05     0.86918E-05     0.55129E-08     0.15652E-08     0.84809E-08     0.11002E-08     0.15969E-06     0.15822E-06     0.20674E-12     0.11518E-10     0.12613E-08     0.12218E-13     0.79129E-13     0.97366E-12    
 0.46729E-05     0.86887E-05     0.55033E-08     0.15715E-08     0.85496E-08     0.11038E-08     0.16117E-06     0.15971E-06     0.20830E-12     0.11625E-10     0.12807E-08     0.12447E-13     0.80685E-13     0.99854E-12    
 0.46959E-05     0.86856E-05     0.54937E-08     0.15779E-08     0.86184E-08     0.11074E-08     0.16266E-06     0.16121E-06     0.20986E-12     0.11732E-10     0.13003E-08     0.12679E-13     0.82260E-13     0.10239E-11    
 0.47188E-05     0.86825E-05     0.54841E-08     0.15842E-08     0.86873E-08     0.11110E-08     0.16415E-06     0.16271E-06     0.21142E-12     0.11840E-10     0.13200E-08     0.12913E-13     0.83855E-13     0.10497E-11    
 0.47412E-05     0.86795E-05     0.54747E-08     0.15904E-08     0.87545E-08     0.11144E-08     0.16561E-06     0.16417E-06     0.21293E-12     0.11945E-10     0.13394E-08     0.13144E-13     0.85425E-13     0.10753E-11    
 0.47635E-05     0.86765E-05     0.54652E-08     0.15966E-08     0.88217E-08     0.11179E-08     0.16707E-06     0.16564E-06     0.21443E-12     0.12049E-10     0.13589E-08     0.13377E-13     0.87015E-13     0.11013E-11    
 0.47859E-05     0.86735E-05     0.54558E-08     0.16027E-08     0.88890E-08     0.11213E-08     0.16853E-06     0.16711E-06     0.21594E-12     0.12155E-10     0.13786E-08     0.13612E-13     0.88623E-13     0.11277E-11    
 0.48082E-05     0.86705E-05     0.54463E-08     0.16088E-08     0.89564E-08     0.11247E-08     0.17000E-06     0.16858E-06     0.21744E-12     0.12260E-10     0.13984E-08     0.13850E-13     0.90250E-13     0.11547E-11    
 0.48306E-05     0.86674E-05     0.54367E-08     0.16150E-08     0.90240E-08     0.11281E-08     0.17147E-06     0.17006E-06     0.21893E-12     0.12365E-10     0.14184E-08     0.14091E-13     0.91896E-13     0.11821E-11    
 0.48529E-05     0.86644E-05     0.54272E-08     0.16211E-08     0.90916E-08     0.11315E-08     0.17294E-06     0.17154E-06     0.22043E-12     0.12471E-10     0.14385E-08     0.14334E-13     0.93561E-13     0.12099E-11    
 0.48753E-05     0.86614E-05     0.54176E-08     0.16272E-08     0.91593E-08     0.11348E-08     0.17442E-06     0.17303E-06     0.22191E-12     0.12577E-10     0.14588E-08     0.14580E-13     0.95246E-13     0.12383E-11    
 0.48976E-05     0.86583E-05     0.54079E-08     0.16333E-08     0.92270E-08     0.11382E-08     0.17590E-06     0.17452E-06     0.22340E-12     0.12683E-10     0.14792E-08     0.14828E-13     0.96950E-13     0.12671E-11    
 0.49200E-05     0.86552E-05     0.53983E-08     0.16393E-08     0.92949E-08     0.11415E-08     0.17738E-06     0.17601E-06     0.22488E-12     0.12789E-10     0.14998E-08     0.15079E-13     0.98673E-13     0.12964E-11    
 0.49423E-05     0.86522E-05     0.53886E-08     0.16454E-08     0.93629E-08     0.11448E-08     0.17887E-06     0.17751E-06     0.22636E-12     0.12895E-10     0.15206E-08     0.15332E-13     0.10042E-12     0.13262E-11    
 0.49647E-05     0.86491E-05     0.53789E-08     0.16514E-08     0.94309E-08     0.11481E-08     0.18036E-06     0.17901E-06     0.22784E-12     0.13002E-10     0.15415E-08     0.15589E-13     0.10218E-12     0.13565E-11    
 0.49870E-05     0.86460E-05     0.53692E-08     0.16575E-08     0.94990E-08     0.11514E-08     0.18186E-06     0.18051E-06     0.22931E-12     0.13108E-10     0.15625E-08     0.15847E-13     0.10396E-12     0.13873E-11    
 0.50094E-05     0.86429E-05     0.53595E-08     0.16635E-08     0.95672E-08     0.11547E-08     0.18335E-06     0.18202E-06     0.23078E-12     0.13215E-10     0.15837E-08     0.16108E-13     0.10576E-12     0.14186E-11    
 0.50317E-05     0.86398E-05     0.53497E-08     0.16695E-08     0.96355E-08     0.11579E-08     0.18485E-06     0.18353E-06     0.23224E-12     0.13322E-10     0.16050E-08     0.16372E-13     0.10758E-12     0.14504E-11    
 0.50541E-05     0.86367E-05     0.53399E-08     0.16755E-08     0.97039E-08     0.11612E-08     0.18636E-06     0.18504E-06     0.23370E-12     0.13429E-10     0.16265E-08     0.16639E-13     0.10942E-12     0.14827E-11    
 0.50764E-05     0.86336E-05     0.53301E-08     0.16815E-08     0.97723E-08     0.11644E-08     0.18786E-06     0.18656E-06     0.23516E-12     0.13536E-10     0.16482E-08     0.16908E-13     0.11129E-12     0.15156E-11    
 0.50988E-05     0.86305E-05     0.53203E-08     0.16875E-08     0.98408E-08     0.11676E-08     0.18937E-06     0.18808E-06     0.23662E-12     0.13644E-10     0.16700E-08     0.17180E-13     0.11317E-12     0.15489E-11    
 0.51211E-05     0.86273E-05     0.53105E-08     0.16935E-08     0.99094E-08     0.11708E-08     0.19089E-06     0.18960E-06     0.23807E-12     0.13751E-10     0.16919E-08     0.17454E-13     0.11507E-12     0.15828E-11    
 0.51435E-05     0.86242E-05     0.53006E-08     0.16995E-08     0.99781E-08     0.11740E-08     0.19240E-06     0.19113E-06     0.23951E-12     0.13859E-10     0.17140E-08     0.17732E-13     0.11699E-12     0.16172E-11    
 0.51658E-05     0.86211E-05     0.52908E-08     0.17054E-08     0.10047E-07     0.11771E-08     0.19392E-06     0.19266E-06     0.24095E-12     0.13967E-10     0.17362E-08     0.18011E-13     0.11893E-12     0.16522E-11    
 0.51882E-05     0.86179E-05     0.52809E-08     0.17114E-08     0.10116E-07     0.11803E-08     0.19544E-06     0.19419E-06     0.24239E-12     0.14075E-10     0.17586E-08     0.18294E-13     0.12090E-12     0.16877E-11    
 0.52105E-05     0.86148E-05     0.52710E-08     0.17173E-08     0.10185E-07     0.11834E-08     0.19697E-06     0.19573E-06     0.24383E-12     0.14183E-10     0.17812E-08     0.18579E-13     0.12288E-12     0.17238E-11    
 0.52329E-05     0.86116E-05     0.52611E-08     0.17233E-08     0.10254E-07     0.11866E-08     0.19850E-06     0.19727E-06     0.24526E-12     0.14291E-10     0.18039E-08     0.18867E-13     0.12488E-12     0.17604E-11    
 0.52552E-05     0.86084E-05     0.52512E-08     0.17292E-08     0.10323E-07     0.11897E-08     0.20003E-06     0.19882E-06     0.24668E-12     0.14399E-10     0.18267E-08     0.19157E-13     0.12691E-12     0.17976E-11    
 0.52776E-05     0.86053E-05     0.52413E-08     0.17351E-08     0.10392E-07     0.11928E-08     0.20156E-06     0.20036E-06     0.24811E-12     0.14508E-10     0.18497E-08     0.19450E-13     0.12895E-12     0.18353E-11    
 0.52999E-05     0.86021E-05     0.52314E-08     0.17410E-08     0.10461E-07     0.11958E-08     0.20310E-06     0.20191E-06     0.24952E-12     0.14616E-10     0.18729E-08     0.19746E-13     0.13102E-12     0.18736E-11    
 0.53223E-05     0.85989E-05     0.52214E-08     0.17469E-08     0.10530E-07     0.11989E-08     0.20464E-06     0.20347E-06     0.25094E-12     0.14725E-10     0.18961E-08     0.20045E-13     0.13311E-12     0.19125E-11    
 0.53446E-05     0.85957E-05     0.52115E-08     0.17528E-08     0.10599E-07     0.12020E-08     0.20618E-06     0.20502E-06     0.25235E-12     0.14834E-10     0.19196E-08     0.20346E-13     0.13522E-12     0.19519E-11    
 0.53670E-05     0.85925E-05     0.52015E-08     0.17587E-08     0.10669E-07     0.12050E-08     0.20773E-06     0.20658E-06     0.25376E-12     0.14943E-10     0.19432E-08     0.20651E-13     0.13735E-12     0.19919E-11    
 0.53893E-05     0.85893E-05     0.51916E-08     0.17645E-08     0.10738E-07     0.12080E-08     0.20928E-06     0.20815E-06     0.25516E-12     0.15052E-10     0.19669E-08     0.20957E-13     0.13950E-12     0.20326E-11    
 0.54117E-05     0.85861E-05     0.51816E-08     0.17704E-08     0.10808E-07     0.12111E-08     0.21083E-06     0.20971E-06     0.25656E-12     0.15162E-10     0.19908E-08     0.21267E-13     0.14167E-12     0.20738E-11    
 0.54340E-05     0.85829E-05     0.51717E-08     0.17762E-08     0.10877E-07     0.12141E-08     0.21238E-06     0.21128E-06     0.25795E-12     0.15271E-10     0.20148E-08     0.21579E-13     0.14386E-12     0.21156E-11    
 0.54564E-05     0.85797E-05     0.51617E-08     0.17821E-08     0.10947E-07     0.12170E-08     0.21394E-06     0.21285E-06     0.25934E-12     0.15381E-10     0.20390E-08     0.21895E-13     0.14608E-12     0.21580E-11    
 0.54787E-05     0.85764E-05     0.51517E-08     0.17879E-08     0.11017E-07     0.12200E-08     0.21550E-06     0.21443E-06     0.26073E-12     0.15490E-10     0.20633E-08     0.22212E-13     0.14831E-12     0.22010E-11    
 0.55011E-05     0.85732E-05     0.51418E-08     0.17937E-08     0.11086E-07     0.12230E-08     0.21706E-06     0.21601E-06     0.26211E-12     0.15600E-10     0.20878E-08     0.22533E-13     0.15057E-12     0.22447E-11    
 0.55234E-05     0.85700E-05     0.51318E-08     0.17995E-08     0.11156E-07     0.12259E-08     0.21862E-06     0.21759E-06     0.26349E-12     0.15710E-10     0.21124E-08     0.22856E-13     0.15285E-12     0.22889E-11    
 0.55435E-05     0.85670E-05     0.51228E-08     0.18048E-08     0.11219E-07     0.12286E-08     0.22003E-06     0.21901E-06     0.26472E-12     0.15809E-10     0.21347E-08     0.23150E-13     0.15492E-12     0.23293E-11    
 0.55637E-05     0.85641E-05     0.51138E-08     0.18100E-08     0.11282E-07     0.12312E-08     0.22145E-06     0.22044E-06     0.26596E-12     0.15909E-10     0.21571E-08     0.23446E-13     0.15701E-12     0.23702E-11    
 0.55838E-05     0.85612E-05     0.51049E-08     0.18152E-08     0.11345E-07     0.12338E-08     0.22286E-06     0.22187E-06     0.26719E-12     0.16008E-10     0.21797E-08     0.23744E-13     0.15912E-12     0.24115E-11    
 0.56039E-05     0.85582E-05     0.50959E-08     0.18204E-08     0.11408E-07     0.12364E-08     0.22428E-06     0.22331E-06     0.26841E-12     0.16107E-10     0.22023E-08     0.24044E-13     0.16124E-12     0.24534E-11    
 0.56240E-05     0.85553E-05     0.50869E-08     0.18256E-08     0.11471E-07     0.12391E-08     0.22570E-06     0.22474E-06     0.26964E-12     0.16207E-10     0.22251E-08     0.24346E-13     0.16338E-12     0.24959E-11    
 0.56441E-05     0.85524E-05     0.50779E-08     0.18308E-08     0.11534E-07     0.12416E-08     0.22712E-06     0.22618E-06     0.27086E-12     0.16306E-10     0.22480E-08     0.24651E-13     0.16554E-12     0.25388E-11    
 0.56642E-05     0.85494E-05     0.50690E-08     0.18360E-08     0.11597E-07     0.12442E-08     0.22854E-06     0.22762E-06     0.27207E-12     0.16406E-10     0.22710E-08     0.24958E-13     0.16772E-12     0.25823E-11    
 0.56844E-05     0.85465E-05     0.50600E-08     0.18412E-08     0.11660E-07     0.12468E-08     0.22997E-06     0.22906E-06     0.27329E-12     0.16506E-10     0.22941E-08     0.25268E-13     0.16991E-12     0.26263E-11    
 0.57045E-05     0.85435E-05     0.50510E-08     0.18463E-08     0.11724E-07     0.12494E-08     0.23140E-06     0.23050E-06     0.27449E-12     0.16606E-10     0.23173E-08     0.25579E-13     0.17213E-12     0.26708E-11    
 0.57246E-05     0.85405E-05     0.50421E-08     0.18515E-08     0.11787E-07     0.12519E-08     0.23283E-06     0.23195E-06     0.27570E-12     0.16706E-10     0.23407E-08     0.25893E-13     0.17436E-12     0.27159E-11    
 0.57447E-05     0.85376E-05     0.50331E-08     0.18567E-08     0.11850E-07     0.12545E-08     0.23426E-06     0.23340E-06     0.27690E-12     0.16806E-10     0.23642E-08     0.26210E-13     0.17661E-12     0.27615E-11    
 0.57648E-05     0.85346E-05     0.50241E-08     0.18618E-08     0.11913E-07     0.12570E-08     0.23569E-06     0.23485E-06     0.27810E-12     0.16906E-10     0.23877E-08     0.26528E-13     0.17888E-12     0.28076E-11    
 0.57849E-05     0.85316E-05     0.50152E-08     0.18670E-08     0.11977E-07     0.12595E-08     0.23713E-06     0.23630E-06     0.27930E-12     0.17006E-10     0.24115E-08     0.26849E-13     0.18117E-12     0.28544E-11    
 0.58050E-05     0.85287E-05     0.50062E-08     0.18721E-08     0.12040E-07     0.12620E-08     0.23857E-06     0.23776E-06     0.28049E-12     0.17107E-10     0.24353E-08     0.27172E-13     0.18347E-12     0.29016E-11    
 0.58252E-05     0.85257E-05     0.49973E-08     0.18772E-08     0.12104E-07     0.12645E-08     0.24000E-06     0.23921E-06     0.28168E-12     0.17207E-10     0.24592E-08     0.27498E-13     0.18580E-12     0.29494E-11    
 0.58453E-05     0.85227E-05     0.49884E-08     0.18824E-08     0.12167E-07     0.12670E-08     0.24145E-06     0.24067E-06     0.28286E-12     0.17308E-10     0.24833E-08     0.27826E-13     0.18814E-12     0.29978E-11    
 0.58654E-05     0.85197E-05     0.49794E-08     0.18875E-08     0.12231E-07     0.12695E-08     0.24289E-06     0.24213E-06     0.28404E-12     0.17408E-10     0.25075E-08     0.28156E-13     0.19050E-12     0.30467E-11    
 0.58855E-05     0.85167E-05     0.49705E-08     0.18926E-08     0.12294E-07     0.12720E-08     0.24433E-06     0.24360E-06     0.28522E-12     0.17509E-10     0.25318E-08     0.28489E-13     0.19288E-12     0.30963E-11    
 0.59056E-05     0.85137E-05     0.49616E-08     0.18977E-08     0.12358E-07     0.12744E-08     0.24578E-06     0.24506E-06     0.28640E-12     0.17610E-10     0.25562E-08     0.28823E-13     0.19528E-12     0.31463E-11    
 0.59257E-05     0.85107E-05     0.49527E-08     0.19028E-08     0.12422E-07     0.12769E-08     0.24723E-06     0.24653E-06     0.28757E-12     0.17711E-10     0.25807E-08     0.29161E-13     0.19769E-12     0.31970E-11    
 0.59458E-05     0.85077E-05     0.49437E-08     0.19079E-08     0.12485E-07     0.12793E-08     0.24868E-06     0.24800E-06     0.28874E-12     0.17812E-10     0.26053E-08     0.29500E-13     0.20013E-12     0.32482E-11    
 0.59660E-05     0.85047E-05     0.49348E-08     0.19130E-08     0.12549E-07     0.12818E-08     0.25013E-06     0.24947E-06     0.28990E-12     0.17913E-10     0.26301E-08     0.29842E-13     0.20259E-12     0.33000E-11    
 0.59861E-05     0.85017E-05     0.49259E-08     0.19181E-08     0.12613E-07     0.12842E-08     0.25159E-06     0.25095E-06     0.29106E-12     0.18014E-10     0.26550E-08     0.30186E-13     0.20506E-12     0.33525E-11    
 0.60062E-05     0.84986E-05     0.49171E-08     0.19232E-08     0.12676E-07     0.12866E-08     0.25305E-06     0.25242E-06     0.29222E-12     0.18115E-10     0.26800E-08     0.30533E-13     0.20755E-12     0.34054E-11    
 0.60263E-05     0.84956E-05     0.49082E-08     0.19282E-08     0.12740E-07     0.12890E-08     0.25450E-06     0.25390E-06     0.29337E-12     0.18217E-10     0.27051E-08     0.30882E-13     0.21006E-12     0.34590E-11    
 0.60444E-05     0.84929E-05     0.49002E-08     0.19328E-08     0.12798E-07     0.12912E-08     0.25582E-06     0.25523E-06     0.29440E-12     0.18308E-10     0.27278E-08     0.31198E-13     0.21234E-12     0.35078E-11    
 0.60625E-05     0.84902E-05     0.48922E-08     0.19373E-08     0.12855E-07     0.12933E-08     0.25713E-06     0.25657E-06     0.29544E-12     0.18400E-10     0.27506E-08     0.31516E-13     0.21463E-12     0.35570E-11    
 0.60806E-05     0.84874E-05     0.48843E-08     0.19419E-08     0.12913E-07     0.12955E-08     0.25845E-06     0.25790E-06     0.29647E-12     0.18491E-10     0.27735E-08     0.31836E-13     0.21694E-12     0.36067E-11    
 0.60987E-05     0.84847E-05     0.48763E-08     0.19464E-08     0.12970E-07     0.12976E-08     0.25977E-06     0.25924E-06     0.29749E-12     0.18583E-10     0.27964E-08     0.32158E-13     0.21927E-12     0.36569E-11    
 0.61168E-05     0.84820E-05     0.48683E-08     0.19510E-08     0.13028E-07     0.12998E-08     0.26109E-06     0.26058E-06     0.29852E-12     0.18674E-10     0.28195E-08     0.32481E-13     0.22160E-12     0.37076E-11    
 0.61349E-05     0.84792E-05     0.48604E-08     0.19555E-08     0.13085E-07     0.13019E-08     0.26241E-06     0.26192E-06     0.29954E-12     0.18766E-10     0.28427E-08     0.32807E-13     0.22396E-12     0.37588E-11    
 0.61530E-05     0.84765E-05     0.48524E-08     0.19600E-08     0.13143E-07     0.13040E-08     0.26373E-06     0.26326E-06     0.30055E-12     0.18858E-10     0.28659E-08     0.33135E-13     0.22633E-12     0.38105E-11    
 0.61711E-05     0.84737E-05     0.48445E-08     0.19646E-08     0.13201E-07     0.13061E-08     0.26506E-06     0.26460E-06     0.30157E-12     0.18949E-10     0.28893E-08     0.33464E-13     0.22872E-12     0.38627E-11    
 0.61892E-05     0.84710E-05     0.48366E-08     0.19691E-08     0.13258E-07     0.13082E-08     0.26638E-06     0.26595E-06     0.30258E-12     0.19041E-10     0.29127E-08     0.33796E-13     0.23112E-12     0.39155E-11    
 0.62073E-05     0.84682E-05     0.48287E-08     0.19736E-08     0.13316E-07     0.13103E-08     0.26771E-06     0.26729E-06     0.30359E-12     0.19133E-10     0.29363E-08     0.34129E-13     0.23354E-12     0.39687E-11    
 0.62254E-05     0.84655E-05     0.48208E-08     0.19781E-08     0.13373E-07     0.13124E-08     0.26903E-06     0.26864E-06     0.30460E-12     0.19225E-10     0.29599E-08     0.34465E-13     0.23597E-12     0.40224E-11    
 0.62435E-05     0.84627E-05     0.48129E-08     0.19826E-08     0.13431E-07     0.13145E-08     0.27036E-06     0.26999E-06     0.30560E-12     0.19317E-10     0.29836E-08     0.34802E-13     0.23842E-12     0.40766E-11    
